Off CD,Fo Name,Auth No,P/L Eff Dt,P/L exp Dt,Permit Status,Allotment Number,Allotment Name,Lvsk #,Lvsk Kind,Pd Beg Dt,Pd End Dt,Type Use,PL %,Aums
LLMTM01000,MALTA FIELD OFFICE,2501506,03/01/2014,02/28/2024,,05654,TELEGRAPH CREEK,112,INDIGENOUS,3/1/2008,2/28/2009,ACTIVE,100,1344
LLMTM01000,MALTA FIELD OFFICE,2501506,03/01/2014,02/28/2024,,05654,TELEGRAPH CREEK,2,INDIGENOUS,3/1/1989,2/28/1990,CUSTODIAL,100,17
LLMTM01000,MALTA FIELD OFFICE,2501508,03/01/2014,02/28/2024,,05067,LONE TREE,18,CATTLE,5/1/2007,12/10/2007,ACTIVE,94,125
LLMTM01000,MALTA FIELD OFFICE,2501509,03/01/2007,02/28/2017,,15335,TURMELL COULEE,4,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,46
LLMTM01000,MALTA FIELD OFFICE,2501510,03/01/2007,02/28/2017,,05384,NORTH WILD HORSE,12,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,143
LLMTM01000,MALTA FIELD OFFICE,2501510,03/01/2007,02/28/2017,,05396,MID WILD HORSE,1,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,13
LLMTM01000,MALTA FIELD OFFICE,2501511,03/01/2007,02/28/2017,,15380,UPPER COW CREEK,2,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,19
LLMTM01000,MALTA FIELD OFFICE,2501512,03/01/2012,02/28/2020,,05612,SQUARE BUTTE,115,CATTLE,5/1/1997,10/31/1997,CUSTODIAL,100,692
LLMTM01000,MALTA FIELD OFFICE,2501515,03/01/2014,02/28/2024,,05124,BURNT SHED COULEE,4,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,45
LLMTM01000,MALTA FIELD OFFICE,2501517,03/01/2007,02/28/2017,,15333,SOUTH DODSON CANAL,1,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,8
LLMTM01000,MALTA FIELD OFFICE,2501519,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05133,ASSINIBOINE CREEK,137,CATTLE,4/15/1989,10/15/1989,CUSTODIAL,100,829
LLMTM01000,MALTA FIELD OFFICE,2501520,03/01/2014,02/28/2024,,05116,ALKALI COULEE,230,CATTLE,8/6/2013,9/21/2013,ACTIVE,63,224
LLMTM01000,MALTA FIELD OFFICE,2501520,03/01/2014,02/28/2024,,05116,ALKALI COULEE,130,YRLING CATTLE,8/6/2013,9/21/2013,ACTIVE,63,127
LLMTM01000,MALTA FIELD OFFICE,2501520,03/01/2014,02/28/2024,,05116,ALKALI COULEE,18,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,215
LLMTM01000,MALTA FIELD OFFICE,2501520,03/01/2014,02/28/2024,,05116,ALKALI COULEE,10,HORSE,7/1/1989,11/1/1989,ACTIVE,63,26
LLMTM01000,MALTA FIELD OFFICE,2501520,03/01/2014,02/28/2024,,05116,ALKALI COULEE,138,YRLING CATTLE,6/1/2013,8/5/2013,ACTIVE,63,189
LLMTM01000,MALTA FIELD OFFICE,2501521,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15337,NORTH CLANTON,15,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,180
LLMTM01000,MALTA FIELD OFFICE,2501522,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15353,LOWER MOSS COULEE,3,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,38
LLMTM01000,MALTA FIELD OFFICE,2501523,10/15/2009,02/28/2019,,05660,LARB HILLS,12,CATTLE,4/1/1989,11/30/1989,CUSTODIAL,100,96
LLMTM01000,MALTA FIELD OFFICE,2501523,10/15/2009,02/28/2019,,05660,LARB HILLS,137,CATTLE,3/1/1989,3/31/1989,CUSTODIAL,100,140
LLMTM01000,MALTA FIELD OFFICE,2501523,10/15/2009,02/28/2019,,05660,LARB HILLS,6,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,72
LLMTM01000,MALTA FIELD OFFICE,2501523,10/15/2009,02/28/2019,,05660,LARB HILLS,133,CATTLE,10/16/1989,2/28/1990,CUSTODIAL,100,595
LLMTM01000,MALTA FIELD OFFICE,2501524,03/01/2015,02/28/2023,FLPMA 402(C)(2)/APPROP ACT,15323,UPPER DELANEY COULEE,6,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,74
LLMTM01000,MALTA FIELD OFFICE,2501525,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05410,D. H. S. CREEK,12,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,135
LLMTM01000,MALTA FIELD OFFICE,2501525,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15461,SOUTH ARMSTRONG COUL,8,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,91
LLMTM01000,MALTA FIELD OFFICE,2501526,03/01/2013,02/28/2017,,05328,ROCKY POINT,33,CATTLE,5/1/1989,10/31/1989,ACTIVE,100,200
LLMTM01000,MALTA FIELD OFFICE,2501526,03/01/2013,02/28/2017,,05383,UPPER WEST ALKALI,3,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,38
LLMTM01000,MALTA FIELD OFFICE,2501527,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05120,EAST STINKY CREEK,1,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,6
LLMTM01000,MALTA FIELD OFFICE,2501530,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05108,DAVENPORT COULEE,13,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,158
LLMTM01000,MALTA FIELD OFFICE,2501532,03/01/2016,02/28/2026,,05157,LOWER RATTLESNAKE CO,1,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,12
LLMTM01000,MALTA FIELD OFFICE,2501533,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05430,TALLOW CREEK,10,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,115
LLMTM01000,MALTA FIELD OFFICE,2501533,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15408,TRUEBLOOD COULEE,30,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,361
LLMTM01000,MALTA FIELD OFFICE,2501533,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15408,TRUEBLOOD COULEE,252,CATTLE,4/15/1989,10/31/1989,CUSTODIAL,100,1654
LLMTM01000,MALTA FIELD OFFICE,2501534,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15322,SO. NELSON RESERVOIR,8,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,92
LLMTM01000,MALTA FIELD OFFICE,2501535,03/01/2016,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,05094,UPPER COTTONWOOD,8,HORSE,4/15/2008,11/15/2008,CUSTODIAL,100,54
LLMTM01000,MALTA FIELD OFFICE,2501535,03/01/2016,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,05094,UPPER COTTONWOOD,5,CATTLE,3/1/2007,2/28/2008,CUSTODIAL,100,63
LLMTM01000,MALTA FIELD OFFICE,2501535,03/01/2016,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,05094,UPPER COTTONWOOD,218,CATTLE,4/15/2008,11/15/2008,CUSTODIAL,100,1540
LLMTM01000,MALTA FIELD OFFICE,2501535,03/01/2016,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,05094,UPPER COTTONWOOD,58,CATTLE,4/15/2008,11/15/2008,CUSTODIAL,100,407
LLMTM01000,MALTA FIELD OFFICE,2501535,03/01/2016,02/28/2021,FLPMA 402(C)(2)/APPROP ACT,05094,UPPER COTTONWOOD,31,CATTLE,3/1/2007,2/28/2008,ACTIVE,100,372
LLMTM01000,MALTA FIELD OFFICE,2501537,03/01/2007,02/28/2017,,15374,HALF WAY COULEE,73,CATTLE,4/15/1989,11/14/1989,CUSTODIAL,100,515
LLMTM01000,MALTA FIELD OFFICE,2501537,03/01/2007,02/28/2017,,15374,HALF WAY COULEE,2,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,17
LLMTM01000,MALTA FIELD OFFICE,2501538,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15438,NORTH THOMAS COULEE,1,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,11
LLMTM01000,MALTA FIELD OFFICE,2501538,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15438,NORTH THOMAS COULEE,21,CATTLE,5/1/1989,10/31/1989,CUSTODIAL,100,126
LLMTM01000,MALTA FIELD OFFICE,2501539,03/01/2007,02/28/2017,,05328,ROCKY POINT,48,CATTLE,6/1/1993,10/31/1993,ACTIVE,71,171
LLMTM01000,MALTA FIELD OFFICE,2501539,03/01/2007,02/28/2017,,15330,DAVISON COULEE,3,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,31
LLMTM01000,MALTA FIELD OFFICE,2501541,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15414,SMITH COULEE,27,CATTLE,5/1/1989,10/31/1989,CUSTODIAL,100,164
LLMTM01000,MALTA FIELD OFFICE,2501541,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15414,SMITH COULEE,8,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,94
LLMTM01000,MALTA FIELD OFFICE,2501542,03/01/2007,02/28/2017,,15465,UPPER TRESSLER COULE,5,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,57
LLMTM01000,MALTA FIELD OFFICE,2501546,03/01/2012,02/28/2022,,05631,CRUIKSCHANK,6,CATTLE,3/1/1988,2/28/1989,CUSTODIAL,100,67
LLMTM01000,MALTA FIELD OFFICE,2501546,03/01/2012,02/28/2022,,05631,CRUIKSCHANK,114,CATTLE,5/1/1988,12/31/1988,CUSTODIAL,100,922
LLMTM01000,MALTA FIELD OFFICE,2501547,03/01/2009,02/28/2019,,14506,JERNIGAN COULEE,1,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,13
LLMTM01000,MALTA FIELD OFFICE,2501548,03/01/2016,02/28/2026,,05153,WILSON COULEE,108,CATTLE,5/1/1993,11/13/1993,CUSTODIAL,100,702
LLMTM01000,MALTA FIELD OFFICE,2501548,03/01/2016,02/28/2026,,05153,WILSON COULEE,10,CATTLE,3/1/1993,2/28/1994,CUSTODIAL,100,118
LLMTM01000,MALTA FIELD OFFICE,2501739,08/20/2014,02/28/2024,,05059,DIBBLE COULEE,80,CATTLE,5/1/2008,10/31/2008,ACTIVE,36,174
LLMTM01000,MALTA FIELD OFFICE,2501955,03/01/2014,02/28/2024,,05059,DIBBLE COULEE,7,CATTLE,5/1/2008,10/28/2008,EXCHANGE-OF-USE,100,42
LLMTM01000,MALTA FIELD OFFICE,2501983,03/01/2014,02/28/2024,,15300,SOUTH BIG BEND,179,CATTLE,5/1/2008,10/31/2008,ACTIVE,83,899
LLMTM01000,MALTA FIELD OFFICE,2501991,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05071,TURKEY TRACK,9,CATTLE,3/1/2009,2/28/2010,CUSTODIAL,100,106
LLMTM01000,MALTA FIELD OFFICE,2501991,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05072,UPPER E FK STINKY,5,CATTLE,3/1/2009,2/28/2010,CUSTODIAL,100,61
LLMTM01000,MALTA FIELD OFFICE,2501992,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05071,TURKEY TRACK,1,CATTLE,3/1/2009,2/28/2010,CUSTODIAL,100,17
LLMTM01000,MALTA FIELD OFFICE,2502429,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05056,LOWER LAKE COULEE,37,CATTLE,5/1/2009,10/31/2009,CUSTODIAL,100,221
LLMTM01000,MALTA FIELD OFFICE,2502497,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,03239,CROSS ROADS,1,CATTLE,3/1/2009,2/28/2010,CUSTODIAL,100,6
LLMTM01000,MALTA FIELD OFFICE,2502697,03/01/2014,02/28/2024,,05059,DIBBLE COULEE,130,CATTLE,5/15/1989,9/30/1989,ACTIVE,47,279
LLMTM01000,MALTA FIELD OFFICE,2503130,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,05621,UPPER C.K. CREEK,3,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,31
LLMTM01000,MALTA FIELD OFFICE,2503130,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,05628,BEAUCHAMP CREEK,38,CATTLE,5/1/1989,10/31/1989,CUSTODIAL,100,232
LLMTM01000,MALTA FIELD OFFICE,2503130,03/01/2012,02/28/2022,FLPMA 402(C)(2)/APPROP ACT,05628,BEAUCHAMP CREEK,4,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,50
LLMTM01000,MALTA FIELD OFFICE,2503276,03/01/2011,02/28/2017,,15372,ALKALI CREEK,16,CATTLE,3/1/2011,2/28/2012,CUSTODIAL,100,197
LLMTM01000,MALTA FIELD OFFICE,2503277,03/01/2011,02/28/2017,,15372,ALKALI CREEK,20,CATTLE,4/1/2011,11/30/2011,CUSTODIAL,100,165
LLMTM01000,MALTA FIELD OFFICE,2504194,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,03298,COOK COULEE,20,CATTLE,5/1/2012,9/30/2012,CUSTODIAL,100,100
LLMTM01000,MALTA FIELD OFFICE,2504196,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15324,NORTH BOWDOIN,4,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,43
LLMTM01000,MALTA FIELD OFFICE,2504196,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15324,NORTH BOWDOIN,82,CATTLE,5/1/2012,9/30/2012,CUSTODIAL,65,270
LLMTM01000,MALTA FIELD OFFICE,2504197,03/01/2013,02/28/2023,,15450,FIRST CREEK SCHOOL,34,CATTLE,4/15/2012,11/15/2012,CUSTODIAL,90,217
LLMTM01000,MALTA FIELD OFFICE,2504301,03/01/2013,02/28/2023,,15417,WHITEROCK COULEE,16,CATTLE,3/1/2012,2/28/2013,CUSTODIAL,100,193
LLMTM01000,MALTA FIELD OFFICE,2504301,03/01/2013,02/28/2023,,15417,WHITEROCK COULEE,416,CATTLE,5/1/2012,10/31/2012,ACTIVE,74,1862
LLMTM01000,MALTA FIELD OFFICE,2504354,03/01/2013,02/28/2023,,05658,NORTH FORK TELEGRAPH,4,CATTLE,3/1/2012,2/28/2013,ACTIVE,100,48
LLMTM01000,MALTA FIELD OFFICE,2504354,03/01/2013,02/28/2023,,05658,NORTH FORK TELEGRAPH,202,CATTLE,4/15/2012,12/14/2012,ACTIVE,41,664
LLMTM01000,MALTA FIELD OFFICE,2504426,03/01/2013,02/28/2023,,03348,LANGTON COULEE,1,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,19
LLMTM01000,MALTA FIELD OFFICE,2504483,03/01/2014,02/28/2024,,05107,GARLAND CREEK,92,CATTLE,3/1/2013,4/30/2013,ACTIVE,100,185
LLMTM01000,MALTA FIELD OFFICE,2504483,03/01/2014,02/28/2024,,05107,GARLAND CREEK,36,CATTLE,5/1/2013,10/31/2013,ACTIVE,100,218
LLMTM01000,MALTA FIELD OFFICE,2504483,03/01/2014,02/28/2024,,05107,GARLAND CREEK,91,CATTLE,11/1/2013,2/28/2014,ACTIVE,100,359
LLMTM01000,MALTA FIELD OFFICE,2504483,03/01/2014,02/28/2024,,05107,GARLAND CREEK,3,CATTLE,3/1/2013,2/28/2014,CUSTODIAL,100,39
LLMTM01000,MALTA FIELD OFFICE,2504491,03/01/2015,04/14/2024,FLPMA 402(C)(2)/APPROP ACT,05319,UPPER SECOND CREEK,101,CATTLE,5/1/2014,10/31/2014,ACTIVE,100,611
LLMTM01000,MALTA FIELD OFFICE,2504492,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05044,NORTH HORSESHOE LAKE,59,CATTLE,4/15/2014,10/31/2014,CUSTODIAL,100,385
LLMTM01000,MALTA FIELD OFFICE,2504493,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05109,WEST GARLAND,21,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,247
LLMTM01000,MALTA FIELD OFFICE,2504493,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05109,WEST GARLAND,52,CATTLE,5/1/2014,10/31/2014,CUSTODIAL,100,316
LLMTM01000,MALTA FIELD OFFICE,2504494,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05121,LITTLE COULEE,1,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,17
LLMTM01000,MALTA FIELD OFFICE,2504494,03/01/2016,02/28/2026,FLPMA 402(C)(2)/APPROP ACT,05129,LOWER WHITEWATER,5,CATTLE,3/1/2014,2/28/2015,CUSTODIAL,100,57
LLMTM01000,MALTA FIELD OFFICE,2504551,03/01/2014,02/28/2024,,05149,SPRING CREEK,10,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,118
LLMTM01000,MALTA FIELD OFFICE,2504563,03/01/2014,12/31/2016,,05040,WREN COULEE,18,CATTLE,3/1/2004,2/28/2005,CUSTODIAL,100,210
LLMTM01000,MALTA FIELD OFFICE,2504584,03/01/2014,02/28/2017,,15311,LOWER ALKALI CREEK,68,CATTLE,4/1/1995,11/30/1995,ACTIVE,68,371
LLMTM01000,MALTA FIELD OFFICE,2504584,03/01/2014,02/28/2017,,15311,LOWER ALKALI CREEK,3,CATTLE,3/1/1995,2/28/1996,CUSTODIAL,100,32
LLMTM01000,MALTA FIELD OFFICE,2504591,03/01/2014,12/31/2018,FLPMA 402(C)(2)/APPROP ACT,05334,LOWER ALKALI CREEK,7,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,89
LLMTM01000,MALTA FIELD OFFICE,2504615,03/01/2007,02/28/2017,FLPMA 402(C)(2)/APPROP ACT,05415,OVERFLOW COULEE,23,CATTLE,3/1/1990,2/28/1991,CUSTODIAL,100,276
LLMTM01000,MALTA FIELD OFFICE,2504615,03/01/2007,02/28/2017,FLPMA 402(C)(2)/APPROP ACT,05415,OVERFLOW COULEE,393,CATTLE,5/1/1990,10/31/1990,CUSTODIAL,39,928
LLMTM01000,MALTA FIELD OFFICE,2504616,03/01/2015,02/28/2025,,15439,FLAT CREEK,385,INDIGENOUS,3/1/2016,2/28/2017,ACTIVE,27,1247
LLMTM01000,MALTA FIELD OFFICE,2504655,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05055,MARTIN LAKE COULEE,4,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,50
LLMTM01000,MALTA FIELD OFFICE,2504659,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05603,MONTANA GULCH,5,CATTLE,6/1/2012,10/15/2012,ACTIVE,100,23
LLMTM01000,MALTA FIELD OFFICE,2504660,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05604,UPPER BULL CREEK,4,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,40
LLMTM01000,MALTA FIELD OFFICE,2504660,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05605,UPPER CABIN CREEK,4,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,48
LLMTM01000,MALTA FIELD OFFICE,2504660,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05606,SQUAW CREEK,4,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,45
LLMTM01000,MALTA FIELD OFFICE,2504661,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,15356,LENOIR COULEE,5,CATTLE,3/1/1999,2/28/2000,CUSTODIAL,100,63
LLMTM01000,MALTA FIELD OFFICE,2504688,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,05172,UPPER MARTIN,6,CATTLE,3/1/1998,2/28/1999,CUSTODIAL,100,77
LLMTM01000,MALTA FIELD OFFICE,2504688,03/01/2014,02/28/2024,FLPMA 402(C)(2)/APPROP ACT,05172,UPPER MARTIN,164,CATTLE,5/1/1998,10/31/1998,ACTIVE,82,814
LLMTM01000,MALTA FIELD OFFICE,2504695,10/28/2008,02/28/2017,FLPMA 402(C)(2)/APPROP ACT,05423,SOUTH SPRING COULEE,8,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,90
LLMTM01000,MALTA FIELD OFFICE,2504696,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05062,AUSTIN LAKE,43,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,510
LLMTM01000,MALTA FIELD OFFICE,2504696,03/01/2015,02/28/2025,FLPMA 402(C)(2)/APPROP ACT,05062,AUSTIN LAKE,231,CATTLE,4/15/1989,11/30/1989,ACTIVE,77,1345
LLMTM01000,MALTA FIELD OFFICE,2504764,03/01/2014,02/28/2024,,05135,SOUTHFORK GARLAND,7,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,81
LLMTM01000,MALTA FIELD OFFICE,2504764,03/01/2014,02/28/2024,,05137,GOERTZ COULEE,1,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,9
LLMTM02000,GLASGOW FIELD OFFICE,2500002,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04051,MT04051,2,CATTLE,3/1/2002,2/28/2003,CUSTODIAL,100,22
LLMTM02000,GLASGOW FIELD OFFICE,2500012,03/01/2013,02/28/2023,,04206,MT04206,2,CATTLE,3/1/2002,2/28/2003,CUSTODIAL,100,16
LLMTM02000,GLASGOW FIELD OFFICE,2500033,01/01/2014,12/31/2016,,14104,MT14104,16,CATTLE,5/1/2002,10/31/2002,ACTIVE,100,97
LLMTM02000,GLASGOW FIELD OFFICE,2500060,03/01/2013,02/28/2023,,14112,UPPER SPRING CREEK,260,CATTLE,5/1/2013,11/15/2013,ACTIVE,53,902
LLMTM02000,GLASGOW FIELD OFFICE,2500060,03/01/2013,02/28/2023,,14113,SPRING COULEE,23,CATTLE,3/1/2002,2/28/2003,CUSTODIAL,100,273
LLMTM02000,GLASGOW FIELD OFFICE,2500060,03/01/2013,02/28/2023,,14114,LOWER SPRING COULEE,2,CATTLE,3/1/2002,2/28/2003,CUSTODIAL,100,18
LLMTM02000,GLASGOW FIELD OFFICE,2500060,03/01/2013,02/28/2023,,14124,EAST CHERRY CREEK,14,CATTLE,3/30/2013,11/20/2013,ACTIVE,100,109
LLMTM02000,GLASGOW FIELD OFFICE,2500066,03/01/2013,02/28/2023,,04053,EASTFORK WILLOW CREE,94,CATTLE,5/1/2003,5/30/2003,EXCHANGE-OF-USE,100,93
LLMTM02000,GLASGOW FIELD OFFICE,2500123,03/01/2013,02/28/2023,,04309,WESTFORK,44,CATTLE,5/1/2004,10/1/2004,ACTIVE,60,134
LLMTM02000,GLASGOW FIELD OFFICE,2501001,03/01/2014,12/31/2018,,04563,COYOTE CREEK,38,CATTLE,5/1/1989,10/15/1989,ACTIVE,87,183
LLMTM02000,GLASGOW FIELD OFFICE,2501002,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04019,SNAKE CREEK,145,CATTLE,4/1/2003,5/30/2003,ACTIVE,89,255
LLMTM02000,GLASGOW FIELD OFFICE,2501003,03/01/2014,02/28/2024,,04500,MT04500,1,CATTLE,3/1/1989,2/28/1990,CUSTODIAL,100,7
LLMTM02000,GLASGOW FIELD OFFICE,2501003,03/01/2014,02/28/2024,,04535,SOUTHFORK ANTELOPE C,40,CATTLE,5/1/1989,10/31/1989,ACTIVE,84,203
LLMTM02000,GLASGOW FIELD OFFICE,2501004,03/01/2014,02/28/2024,,04515,MT04515,105,CATTLE,6/21/1989,7/12/1989,ACTIVE,100,76
LLMTM02000,GLASGOW FIELD OFFICE,2501004,03/01/2014,02/28/2024,,04517,WESTFORK ASH COULEE,10,CATTLE,3/1/2000,2/28/2001,ACTIVE,100,120
LLMTM02000,GLASGOW FIELD OFFICE,2501004,03/01/2014,02/28/2024,,04527,MT04527,100,CATTLE,7/12/1989,10/2/1989,ACTIVE,84,229
LLMTM02000,GLASGOW FIELD OFFICE,2501004,03/01/2014,02/28/2024,,04527,MT04527,100,CATTLE,5/5/1989,6/21/1989,ACTIVE,84,133
LLMTM02000,GLASGOW FIELD OFFICE,2501005,03/01/2013,02/28/2023,,04309,WESTFORK,89,CATTLE,5/1/1989,10/1/1989,ACTIVE,60,270
LLMTM02000,GLASGOW FIELD OFFICE,2501006,03/01/2014,02/28/2024,,04560,LOWER BRAZIL CREEK,44,CATTLE,5/15/2003,10/15/2003,ACTIVE,71,158
LLMTM02000,GLASGOW FIELD OFFICE,2501007,03/01/2013,02/28/2023,,04308,SPRING CREEK,5,YRLING CATTLE,6/15/1989,8/15/1989,ACTIVE,94,10
LLMTM02000,GLASGOW FIELD OFFICE,2501007,03/01/2013,02/28/2023,,04308,SPRING CREEK,90,YRLING CATTLE,10/22/1989,10/31/1989,ACTIVE,94,28
LLMTM02000,GLASGOW FIELD OFFICE,2501007,03/01/2013,02/28/2023,,04308,SPRING CREEK,224,YRLING CATTLE,4/10/1989,10/21/1989,ACTIVE,94,1350
LLMTM02000,GLASGOW FIELD OFFICE,2501008,03/01/2014,02/28/2024,,04542,ANTELOPE CREEK,324,CATTLE,4/1/2005,11/15/2005,ACTIVE,33,805
LLMTM02000,GLASGOW FIELD OFFICE,2501009,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04034,MT04034,6,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,72
LLMTM02000,GLASGOW FIELD OFFICE,2501010,09/01/2015,02/28/2025,,04713,LOWER CROW CREEK,147,CATTLE,5/1/1989,11/3/1989,ACTIVE,71,642
LLMTM02000,GLASGOW FIELD OFFICE,2501011,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04032,LOWER SNAKE CREEK,123,CATTLE,5/15/1989,6/15/1989,ACTIVE,64,83
LLMTM02000,GLASGOW FIELD OFFICE,2501011,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04032,LOWER SNAKE CREEK,60,CATTLE,5/15/1989,8/22/1989,ACTIVE,100,197
LLMTM02000,GLASGOW FIELD OFFICE,2501011,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04032,LOWER SNAKE CREEK,223,CATTLE,8/1/1989,9/28/1989,ACTIVE,64,277
LLMTM02000,GLASGOW FIELD OFFICE,2501011,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04032,LOWER SNAKE CREEK,100,CATTLE,5/1/1989,6/15/1989,ACTIVE,64,97
LLMTM02000,GLASGOW FIELD OFFICE,2501011,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04033,MT04033,1,CATTLE,3/1/1989,2/28/1990,ACTIVE,100,12
LLMTM02000,GLASGOW FIELD OFFICE,2501012,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04031,MT04031,135,CATTLE,4/1/1989,5/3/1989,ACTIVE,100,146
LLMTM02000,GLASGOW FIELD OFFICE,2501012,03/01/2015,02/28/2016,FLPMA 402(C)(2)/APPROP ACT,04037,MT04037,223,CATTLE,6/15/1989,7/5/1989,ACTIVE,75,115
